country_name,country_code,indicator_name,indicator_code,debt
Cote d'Ivoire,CIV,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,660305060.0
Djibouti,DJI,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,51772298.1
Dominica,DMA,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,15762808.6
Dominican Republic,DOM,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,1046086287.4
Ecuador,ECU,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,1765284797.5
"Egypt, Arab Rep.",EGY,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,7835647976.0
El Salvador,SLV,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,748670869.3
Eritrea,ERI,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,5349811.7
Eswatini,SWZ,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,61345712.2
Ethiopia,ETH,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,495439590.6
Fiji,FJI,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,114133000.0
Gabon,GAB,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,226816557.5
"Gambia, The",GMB,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,33599150.6
Georgia,GEO,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,556794685.9
Ghana,GHA,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,290369001.1
Grenada,GRD,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,23506168.7
Guatemala,GTM,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,654838686.4
Guinea,GIN,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,89158926.4
Guinea-Bissau,GNB,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,14910541.2
Guyana,GUY,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,71422801.5
Haiti,HTI,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,4165000.0
Honduras,HND,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,533212878.2
India,IND,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,10463470742.2
Indonesia,IDN,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,4877949863.5
"Iran, Islamic Rep.",IRN,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,10799287.5
Iraq,IRQ,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,565878000.0
Jamaica,JAM,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,398060327.2
Jordan,JOR,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,794418381.2
Kazakhstan,KAZ,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,1693455380.3
Kenya,KEN,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,1370259641.6
Kosovo,XKX,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,41634214.9
Kyrgyz Republic,KGZ,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,131981684.6
Lao PDR,LAO,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,138510554.7
Lebanon,LBN,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,176403668.3
Lesotho,LSO,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,51916535.9
Liberia,LBR,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,31947708.4
Madagascar,MDG,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,147872828.5
Malawi,MWI,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,84225616.6
Maldives,MDV,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,103328229.8
Mali,MLI,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,180865589.1
Mauritania,MRT,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,222122282.3
Mauritius,MUS,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,87942385.1
Mexico,MEX,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,4032388000.0
Moldova,MDA,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,324269389.6
Mongolia,MNG,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,317411803.4
Montenegro,MNE,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,82794531.6
Morocco,MAR,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,2381232110.2
Mozambique,MOZ,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,171359868.5
Myanmar,MMR,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,131570256.9
Nepal,NPL,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,308517390.7
Nicaragua,NIC,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,569516255.5
Niger,NER,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,225036029.9
Nigeria,NGA,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,1256020807.8
North Macedonia,MKD,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,305308048.0
Pakistan,PAK,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,3267560937.4
Papua New Guinea,PNG,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,324049060.5
Paraguay,PRY,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,836444892.5
Peru,PER,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,1497602810.9
Philippines,PHL,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,3213565947.4
Russian Federation,RUS,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,3312512.5
Rwanda,RWA,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,145066285.7
Samoa,WSM,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,12657356.3
Sao Tome and Principe,STP,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,2510129.6
Senegal,SEN,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,525647658.7
Serbia,SRB,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,799098561.5
Sierra Leone,SLE,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,48356732.2
Solomon Islands,SLB,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,5402122.9
"Somalia, Fed. Rep.",SOM,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,1663441.0
South Africa,ZAF,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,901562104.5
Sri Lanka,LKA,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,1031848727.3
St. Lucia,LCA,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,27322755.5
St. Vincent and the Grenadines,VCT,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,29883209.1
Sudan,SDN,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,78837984.6
Syrian Arab Republic,SYR,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,0.0
Tajikistan,TJK,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,129709659.3
Tanzania,TZA,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,503276783.9
Thailand,THA,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,805916000.0
Timor-Leste,TLS,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,22795000.0
Togo,TGO,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,77652984.7
Tonga,TON,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,5966203.0
Tunisia,TUN,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,1245675152.4
Turkiye,TUR,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,3961498962.0
Turkmenistan,TKM,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,148119314.2
Uganda,UGA,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,507769771.7
Ukraine,UKR,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,3006957553.6
Uzbekistan,UZB,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,1504678362.5
Vanuatu,VUT,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,4719000.0
Viet Nam,VNM,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,2279094924.9
"Yemen, Rep.",YEM,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,90250000.0
Zambia,ZMB,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,181266623.0
Zimbabwe,ZWE,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,66772855.4
